user_id,ad_id,timestamp,click_through_rate,conversion_rate,view_time,cost_per_click,ROI,hour_of_day,day_of_week,is_weekend,age_group_encoded,engagement_level_encoded,device_type_Mobile,device_type_Tablet,location_Germany,location_India,location_UK,location_USA,gender_Male,content_type_Text,content_type_Video,ad_topic_Electronics,ad_topic_Fashion,ad_topic_Health,ad_topic_Travel,ad_target_audience_Fitness Lovers,ad_target_audience_Tech Enthusiasts,ad_target_audience_Travel Lovers,ad_target_audience_Young Adults
309,A1341,2025-11-28 23:11:09,0.1137951779697736,0.0266,23,0.39,0.78,23,4,0,0,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
798,A3389,2025-01-21 22:26:52,0.0408668228279428,0.0445,13,0.15,1.21,22,1,0,2,10,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
731,A2151,2025-11-20 02:41:04,0.0438603970068181,0.0611,17,1.17,0.23,2,3,0,2,2,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0
246,A4417,2025-06-21 04:00:04,0.1378456807613413,0.0161,50,0.27,0.82,4,5,1,3,5,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0
893,A1314,2025-11-11 05:08:11,0.120515535457137,0.1183,16,1.29,1.11,5,1,0,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
189,A7184,2025-07-27 08:38:49,0.0784092628084749,0.0975,27,0.35,2.18,8,6,1,2,2,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
186,A7861,2025-01-12 04:08:04,0.0187137424645581,0.0469,21,0.57,0.15,4,6,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
164,A1177,2025-12-03 17:16:20,0.0105968498717412,0.017,23,0.79,0.02,17,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
615,A1336,2025-02-18 02:35:57,0.0929067022783869,0.1089,54,1.28,0.79,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
976,A4604,2025-04-03 09:17:08,0.1341401356997089,0.0749,31,0.99,1.01,9,3,0,3,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
583,A1504,2025-04-25 21:11:33,0.0807628638918086,0.0184,17,1.1,0.14,21,4,0,4,5,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
215,A8862,2025-02-04 21:57:38,0.0523195892362774,0.0903,35,0.12,3.94,21,1,0,4,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0
352,A2492,2025-07-16 12:08:29,0.0897660698015637,0.068,33,0.19,3.21,12,2,0,3,5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
422,A9093,2025-07-17 00:34:57,0.093574623451369,0.0732,39,1.45,0.47,0,3,0,1,5,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
407,A2390,2025-04-23 22:28:41,0.1249066029288638,0.0765,14,0.49,1.95,22,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
355,A7394,2025-08-19 19:43:35,0.063649132784293,0.0446,58,0.77,0.37,19,1,0,3,2,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
270,A1479,2025-06-25 21:07:58,0.0177759861757389,0.0737,20,1.49,0.09,21,2,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
181,A3946,2025-11-23 04:09:55,0.1061006330699879,0.1155,12,1.03,1.19,4,6,1,4,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
954,A7800,2025-03-18 09:33:20,0.0627957279050578,0.0635,28,0.61,0.65,9,1,0,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
836,A4231,2025-01-15 08:05:24,0.1387883111194582,0.1265,11,1.44,1.22,8,2,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
589,A1850,2025-12-06 06:06:45,0.139096297341575,0.0657,35,0.25,3.66,6,5,1,1,10,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1
556,A7008,2025-07-12 08:33:34,0.0611098969216978,0.0901,51,0.91,0.61,8,5,1,2,10,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
499,A8454,2025-10-09 01:22:25,0.0888151153874506,0.0982,52,0.25,3.49,1,3,0,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
641,A9655,2025-10-09 06:24:24,0.1330402695483449,0.1111,35,1.11,1.33,6,3,0,3,10,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0
991,A2338,2025-07-09 13:47:38,0.1275823159366705,0.083,11,1.17,0.91,13,2,0,0,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
112,A8128,2025-12-11 23:11:18,0.0824646114602432,0.0749,54,1.07,0.58,23,3,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
464,A7409,2025-11-02 04:45:13,0.0625545468127195,0.0785,28,0.45,1.09,4,6,1,1,10,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
216,A1706,2025-12-15 10:54:53,0.0867743610409931,0.0298,25,1.23,0.21,10,0,0,1,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
690,A9960,2025-10-16 13:26:25,0.1329650551722546,0.0682,32,1.19,0.76,13,3,0,4,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
510,A5630,2025-10-21 06:34:15,0.1343559762586634,0.0167,17,1.03,0.22,6,1,0,3,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
725,A1565,2025-11-30 01:57:53,0.1438912039276647,0.0755,18,1.3,0.84,1,6,1,2,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
216,A4561,2025-09-05 19:47:40,0.0371159481015568,0.1135,35,0.55,0.77,19,4,0,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
578,A6425,2025-02-13 22:07:55,0.0904545749108238,0.1372,57,0.82,1.51,22,3,0,4,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
608,A8597,2025-10-31 18:59:17,0.0746595412468216,0.0773,35,0.85,0.68,18,4,0,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
749,A2934,2025-08-04 11:28:54,0.1088681777150388,0.0146,33,0.63,0.25,11,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
587,A6020,2025-09-23 04:56:16,0.1168194008651214,0.037,35,0.49,0.88,4,1,0,4,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0
180,A7904,2025-06-09 21:30:58,0.1437960796829927,0.0947,48,1.13,1.21,21,0,0,1,5,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
705,A6157,2025-11-06 11:49:28,0.0896410695476451,0.1325,10,0.56,2.12,11,3,0,0,5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
148,A6688,2025-02-22 13:54:54,0.1383839684329948,0.069,50,0.23,4.15,13,5,1,0,5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
782,A5224,2025-11-03 09:36:13,0.0476424976681538,0.1432,46,1.02,0.67,9,0,0,1,5,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
912,A4852,2025-07-16 10:36:10,0.0559967752982289,0.0389,10,0.52,0.42,10,2,0,2,5,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
937,A3674,2025-04-09 20:43:21,0.0277504888956562,0.0123,14,0.96,0.04,20,2,0,4,5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
563,A9589,2025-11-12 01:33:53,0.0199515475855487,0.0817,13,0.53,0.31,1,2,0,0,10,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
434,A7410,2025-12-10 11:39:26,0.0977651188575615,0.0994,20,0.33,2.94,11,2,0,0,10,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
587,A7206,2025-12-10 18:36:36,0.0242393903196186,0.1067,20,0.51,0.51,18,2,0,1,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
741,A7875,2025-06-16 04:36:31,0.0652458653636216,0.1119,23,0.78,0.94,4,0,0,0,5,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
748,A5526,2025-01-13 03:12:23,0.0491055334158278,0.1421,40,0.79,0.88,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
444,A8274,2025-04-21 16:34:48,0.027766675570522,0.0709,24,0.89,0.22,16,0,0,4,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
923,A3231,2025-09-09 06:26:35,0.1091261894027082,0.0756,54,1.47,0.56,6,1,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
278,A4910,2025-05-28 22:33:51,0.1172376913296646,0.0836,49,0.94,1.04,22,2,0,3,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
940,A6539,2025-01-08 23:26:52,0.0753888117082114,0.0474,60,0.2,1.79,23,2,0,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
397,A3089,2025-09-06 10:29:11,0.0500107933618044,0.0164,11,0.73,0.11,10,5,1,4,5,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
724,A4516,2025-12-12 08:56:37,0.1337466903089999,0.1439,22,0.71,2.71,8,4,0,0,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
316,A1498,2025-04-28 01:01:15,0.0987587451315736,0.0901,39,1.45,0.61,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
625,A8655,2025-12-16 17:46:10,0.0698200023220382,0.1358,49,0.54,1.76,17,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
803,A1560,2025-11-03 15:37:13,0.0374948280835828,0.0527,19,0.45,0.44,15,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
950,A1543,2025-06-24 03:46:02,0.0755737455139313,0.1342,18,1.01,1.0,3,1,0,1,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
230,A4162,2025-08-03 15:19:12,0.0276486163075476,0.0553,38,1.31,0.12,15,6,1,2,5,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
844,A5603,2025-01-12 17:12:25,0.1086985572564944,0.1347,40,1.35,1.08,17,6,1,0,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
541,A1339,2025-02-13 22:11:00,0.1200988392964268,0.1018,50,1.25,0.98,22,3,0,3,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
434,A2025,2025-09-01 13:22:15,0.0950760194987438,0.1022,47,0.53,1.83,13,0,0,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
740,A4462,2025-03-19 05:15:40,0.0518843219712993,0.0353,59,0.73,0.25,5,2,0,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
586,A1110,2025-01-19 06:31:03,0.1406273654945722,0.0801,50,1.03,1.09,6,6,1,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
600,A7113,2025-07-09 09:09:54,0.0935661012938341,0.0328,57,0.28,1.1,9,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
950,A8682,2025-07-24 13:36:44,0.0321564710133333,0.0361,38,0.2,0.58,13,3,0,4,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
265,A2840,2025-08-16 17:02:34,0.028829937864636,0.0519,58,0.53,0.28,17,5,1,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
176,A4347,2025-04-26 20:36:33,0.1426631708382114,0.14,57,1.15,1.74,20,5,1,1,2,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
217,A7978,2025-11-05 20:48:26,0.0946936114202616,0.0168,26,0.52,0.31,20,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
961,A9343,2025-06-04 09:46:03,0.0611573269994761,0.0511,20,1.31,0.24,9,2,0,2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
362,A2620,2025-06-28 03:15:26,0.034951704827224,0.1421,29,0.36,1.38,3,5,1,1,2,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
508,A5928,2025-04-24 07:52:14,0.1368073975260445,0.0641,59,0.92,0.95,7,3,0,2,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
511,A1187,2025-07-03 00:30:06,0.0641202897148882,0.0223,20,0.53,0.27,0,3,0,1,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
539,A1242,2025-09-06 09:53:02,0.0598056716052021,0.0821,47,0.22,2.23,9,5,1,4,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
188,A4427,2025-03-17 00:20:54,0.074630211255806,0.0186,39,0.54,0.26,0,0,0,4,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
640,A6335,2025-08-09 06:04:44,0.0243389802185917,0.0365,17,0.45,0.2,6,5,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
682,A2542,2025-04-09 22:44:51,0.1238831969510857,0.0423,35,1.34,0.39,22,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
976,A9045,2025-09-10 23:00:35,0.1002341001862611,0.0456,54,0.12,3.81,23,2,0,3,2,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0
450,A8613,2025-01-26 00:25:16,0.0905029730288386,0.0208,28,0.78,0.24,0,6,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
288,A4258,2025-05-17 16:02:10,0.040413792057661,0.0713,49,0.44,0.65,16,5,1,2,5,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
966,A9802,2025-11-24 01:53:55,0.0508913749301163,0.0918,39,0.75,0.62,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
747,A3800,2025-03-23 07:26:23,0.1493832419038397,0.1186,57,0.9,1.97,7,6,1,0,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
534,A4683,2025-07-27 12:06:54,0.1436601299347817,0.0207,49,0.32,0.93,12,6,1,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
995,A9576,2025-02-20 01:55:01,0.1077597398740314,0.068,58,0.62,1.18,1,3,0,0,10,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
875,A3326,2025-05-31 15:52:33,0.1069823233974795,0.0854,47,0.96,0.95,15,5,1,3,10,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
966,A9674,2025-07-09 02:39:51,0.095089240672935,0.0352,37,0.64,0.52,2,2,0,4,10,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
170,A6537,2025-06-11 14:28:53,0.1408905952688905,0.1449,58,1.17,1.74,14,2,0,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
855,A5130,2025-10-15 22:01:08,0.1322908178458641,0.1011,60,0.54,2.48,22,2,0,0,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
406,A6666,2025-05-14 11:47:32,0.1284005170189705,0.1266,31,0.84,1.94,11,2,0,0,5,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
283,A3438,2025-11-07 22:21:06,0.0284390785588477,0.1221,28,0.94,0.37,22,4,0,3,5,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
368,A9502,2025-01-04 04:37:17,0.061567493174618,0.0489,54,0.43,0.7,4,5,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
102,A9075,2025-05-31 22:00:27,0.1250019074103388,0.1384,27,0.2,8.65,22,5,1,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
114,A8462,2025-03-20 10:35:43,0.1347995413123995,0.0878,53,0.19,6.23,10,3,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
977,A8566,2025-08-30 07:23:22,0.0982531411441158,0.0479,31,1.2,0.39,7,5,1,4,10,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
720,A6244,2025-07-18 18:19:52,0.0143641231041771,0.1493,34,0.47,0.46,18,4,0,1,5,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
544,A6331,2025-08-06 08:06:25,0.1209584402740179,0.0184,22,1.19,0.19,8,2,0,2,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
520,A3602,2025-11-27 11:29:36,0.1328122125315333,0.1118,29,1.1,1.35,11,3,0,3,2,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
551,A6310,2025-08-19 14:07:24,0.0411414697027084,0.0607,39,0.45,0.55,14,1,0,2,5,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
105,A8714,2025-12-23 10:54:13,0.0209081629641202,0.0872,41,0.54,0.34,10,1,0,0,2,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
217,A5725,2025-03-14 19:07:02,0.0486226224732158,0.0185,46,1.28,0.07,19,4,0,3,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
144,A7937,2025-09-18 03:16:13,0.068925447726732,0.1237,45,0.49,1.74,3,3,0,2,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
820,A6261,2025-01-20 10:30:52,0.1453799495765478,0.0808,52,1.37,0.86,10,0,0,4,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
655,A5922,2025-03-25 04:49:14,0.0908538982288568,0.028,32,1.13,0.23,4,1,0,3,10,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0
760,A5505,2025-07-18 02:02:43,0.1331039434527294,0.1311,23,1.4,1.25,2,4,0,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
640,A7309,2025-05-30 15:04:06,0.0421015669546828,0.108,55,0.55,0.83,15,4,0,1,5,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1
146,A8756,2025-04-03 05:10:58,0.0980832668331042,0.0537,28,1.1,0.48,5,3,0,3,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0
430,A3932,2025-10-06 14:00:08,0.0378251313781839,0.1142,50,0.14,3.09,14,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
598,A9141,2025-11-23 04:51:50,0.1183664586621088,0.0632,42,1.37,0.55,4,6,1,0,10,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
529,A9256,2025-08-30 12:18:47,0.0385094998575447,0.081,46,1.2,0.26,12,5,1,0,5,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
772,A5724,2025-02-13 02:07:48,0.0873178071676735,0.0616,40,0.21,2.56,2,3,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
376,A7723,2025-09-21 12:45:43,0.1224088748646842,0.0615,59,0.2,3.76,12,6,1,2,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
189,A8765,2025-06-21 07:35:41,0.1427477384101992,0.1162,28,1.38,1.2,7,5,1,4,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
719,A8920,2025-07-11 19:15:27,0.0744162990958621,0.1287,29,0.86,1.11,19,4,0,0,5,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
598,A8591,2025-03-26 14:34:57,0.0342878808458969,0.0169,54,1.21,0.05,14,2,0,2,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
695,A5718,2025-06-06 19:30:36,0.0214507717231708,0.0997,60,1.15,0.19,19,4,0,4,10,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
952,A2280,2025-06-25 11:29:36,0.0492343471192289,0.1325,15,1.43,0.46,11,2,0,4,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
216,A5067,2025-04-17 10:11:10,0.0776918852207125,0.138,52,0.64,1.68,10,3,0,2,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1
955,A7543,2025-06-03 07:32:25,0.0591803457816271,0.1213,29,0.17,4.22,7,1,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0
690,A3293,2025-11-01 05:01:14,0.0268590381346412,0.018,42,1.4,0.03,5,5,1,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
275,A8529,2025-11-14 10:27:58,0.1396459411435538,0.122,51,1.22,1.4,10,4,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
375,A9618,2025-05-15 15:46:26,0.0511299521091712,0.0875,34,1.26,0.36,15,3,0,2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0
553,A6620,2025-05-11 18:32:39,0.1076230582476515,0.1411,20,0.87,1.75,18,6,1,0,10,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
968,A1335,2025-07-10 11:34:21,0.0378949533702782,0.1253,15,0.19,2.5,11,3,0,3,10,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
718,A6516,2025-07-14 10:56:34,0.0351127779659554,0.0583,20,1.09,0.19,10,0,0,3,2,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0
189,A3484,2025-01-18 23:18:15,0.0986450432868624,0.1366,39,0.28,4.81,23,5,1,1,5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
190,A3794,2025-09-06 22:46:17,0.0194134165055865,0.0137,20,0.68,0.04,22,5,1,4,2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
390,A4853,2025-11-08 03:17:33,0.0170872986295781,0.0834,46,0.47,0.3,3,5,1,4,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
491,A5336,2025-12-13 10:29:00,0.0719573844109013,0.1074,15,0.77,1.0,10,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
153,A9646,2025-05-12 12:00:05,0.1474645395647303,0.0264,48,0.69,0.56,12,0,0,0,10,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
492,A9739,2025-07-03 01:07:53,0.0229018706518223,0.0693,10,1.08,0.15,1,3,0,1,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
174,A5458,2025-08-29 10:37:15,0.1012445615811198,0.1122,45,0.65,1.75,10,4,0,2,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
256,A9487,2025-11-19 03:30:39,0.0708397201525098,0.0478,59,0.63,0.54,3,2,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
694,A6843,2025-03-22 21:15:04,0.0631525333774587,0.0688,48,0.74,0.59,21,5,1,2,5,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
273,A7911,2025-05-25 17:39:01,0.024272300675876,0.0768,14,0.32,0.58,17,6,1,1,10,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
524,A7079,2025-05-11 15:40:03,0.0117068512817746,0.0977,47,1.35,0.08,15,6,1,1,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
769,A9458,2025-12-19 16:58:50,0.0610822185679288,0.0195,60,0.41,0.29,16,4,0,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
947,A2105,2025-02-08 08:53:24,0.1029531984713015,0.1051,21,0.45,2.4,8,5,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
975,A7595,2025-04-23 10:32:01,0.0471785005927571,0.0315,52,0.86,0.17,10,2,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
908,A9080,2025-07-20 06:43:51,0.1013721571173298,0.114,22,0.74,1.56,6,6,1,3,5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
297,A2952,2025-04-18 02:00:30,0.0155834663255469,0.1007,35,0.86,0.18,2,4,0,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
153,A3422,2025-02-24 11:22:56,0.0635568950515625,0.0639,58,0.27,1.5,11,0,0,2,10,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
404,A1136,2025-07-13 06:20:08,0.1390348862862587,0.0953,18,0.58,2.28,6,6,1,1,5,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1
745,A4543,2025-09-06 16:13:16,0.139551092797421,0.1424,50,0.6,3.31,16,5,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,A2579,2025-01-06 11:29:29,0.0786718456664404,0.0739,30,0.96,0.61,11,0,0,3,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0
978,A4819,2025-07-08 08:51:04,0.1423950756544567,0.0918,39,0.87,1.5,8,1,0,0,5,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
559,A7501,2025-10-13 07:28:27,0.1215690872615122,0.0861,55,0.16,6.54,7,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
598,A5936,2025-03-13 16:33:51,0.0387890559169248,0.0952,39,0.82,0.45,16,3,0,2,5,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
889,A3620,2025-03-31 14:41:55,0.026601411215174,0.1147,36,0.1,3.05,14,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
405,A7692,2025-03-10 16:42:23,0.1146338052035866,0.1339,38,0.6,2.56,16,0,0,2,2,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
195,A5452,2025-03-24 05:13:39,0.0729325597982962,0.1022,44,1.01,0.74,5,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
541,A9035,2025-06-15 09:06:06,0.0970387460246027,0.06,55,0.36,1.62,9,6,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
997,A9401,2025-02-25 10:49:47,0.0180156953849519,0.0966,56,0.91,0.19,10,1,0,1,10,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
205,A7039,2025-04-03 03:36:51,0.0854229196472897,0.1151,34,1.03,0.95,3,3,0,3,10,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
958,A4588,2025-04-22 01:21:00,0.028136128251696,0.1257,13,1.29,0.27,1,1,0,1,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
682,A9552,2025-05-02 23:00:20,0.0388343708480936,0.0275,33,1.28,0.08,23,4,0,4,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
416,A9018,2025-03-17 04:15:16,0.0853530628399011,0.0761,46,1.12,0.58,4,0,0,2,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
115,A8197,2025-01-09 06:29:05,0.1284862935228497,0.0916,22,1.06,1.11,6,3,0,3,5,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0
174,A1646,2025-02-26 18:19:22,0.0555908197517981,0.0321,16,1.34,0.13,18,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
580,A5478,2025-04-07 02:31:02,0.0118312186172842,0.0167,45,0.46,0.04,2,0,0,3,5,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
