user_id,timestamp,device_type,location,age_group,gender,ad_id,content_type,ad_topic,ad_target_audience,click_through_rate,conversion_rate,engagement_level,view_time,cost_per_click,click_through_rate.1,conversion_rate.1,ROI
860,2025-10-03 11:05:50,Tablet,India,45-54,Female,A7154,Video,Entertainment,Family Oriented,0.0522,0.2319,Commented,48,0.28,0.0522,0.0773,11.14
372,2025-06-05 01:49:09,Mobile,Canada,55+,Male,A5155,Image,Automotive,Tech Enthusiasts,0.0354,0.1161,Commented,70,0.79,0.0354,0.0387,0.97
908,2025-05-14 15:08:43,Mobile,USA,25-34,Female,A4251,Image,Electronics,Family Oriented,0.0666,0.1281,Commented,59,0.92,0.0666,0.0427,3.46
593,2025-12-25 09:53:25,Desktop,Canada,18-24,Male,A9512,Text,Fashion,Young Adults,0.0359,0.084,Ignored,6,0.74,0.0359,0.028,1.23
440,2025-11-21 12:21:41,Mobile,Germany,18-24,Female,A6129,Video,Fashion,Young Adults,0.1163,0.2016,Viewed,24,0.79,0.1163,0.0672,6.42
229,2025-08-31 14:29:51,Desktop,USA,18-24,Female,A5583,Text,Fashion,Professionals,0.0403,0.1011,Viewed,22,0.61,0.0403,0.0337,1.84
792,2025-10-23 15:43:02,Desktop,UK,18-24,Female,A8736,Video,Entertainment,Fitness Lovers,0.1252,0.16469999999999999,Shared,87,0.3,0.1252,0.0549,8.38
872,2025-10-28 16:01:12,Mobile,India,18-24,Male,A8856,Text,Food,Students,0.0535,0.1314,Ignored,14,0.46,0.0535,0.0438,7.07
651,2025-03-08 07:43:24,Tablet,UK,35-44,Male,A4962,Text,Fashion,Fitness Lovers,0.0301,0.1293,Ignored,13,0.4,0.0301,0.0431,3.72
375,2025-10-24 04:15:57,Mobile,UK,45-54,Male,A9885,Video,Automotive,Students,0.0796,0.25379999999999997,Viewed,28,1.48,0.0796,0.0846,0.34
360,2025-07-25 02:48:34,Desktop,USA,45-54,Male,A9053,Image,Health,Young Adults,0.0385,0.1062,Commented,66,0.51,0.0385,0.0354,1.76
987,2025-02-21 08:05:44,Desktop,India,45-54,Male,A6604,Video,Health,Students,0.0809,0.20850000000000002,Viewed,22,0.92,0.0809,0.0695,4.11
397,2025-07-07 14:02:31,Mobile,Canada,18-24,Female,A5413,Text,Fashion,Professionals,0.0596,0.132,Ignored,14,0.78,0.0596,0.044,2.12
520,2025-06-22 03:48:17,Mobile,Canada,35-44,Male,A5013,Video,Finance,Professionals,0.0732,0.22499999999999998,Ignored,12,1.88,0.0732,0.075,0.05
777,2025-05-28 23:53:19,Tablet,UK,45-54,Female,A5771,Text,Electronics,Students,0.0256,0.0831,Commented,48,0.82,0.0256,0.0277,0.6
728,2025-04-27 01:15:26,Mobile,USA,55+,Male,A8875,Text,Finance,Fitness Lovers,0.0209,0.1206,Ignored,9,1.6,0.0209,0.0402,0.76
575,2025-12-24 14:09:18,Tablet,India,18-24,Female,A7505,Image,Automotive,Fitness Lovers,0.0695,0.1575,Liked,43,1.04,0.0695,0.0525,3.4
285,2025-04-02 14:22:14,Desktop,India,35-44,Female,A6131,Image,Health,Travel Lovers,0.0476,0.15239999999999998,Liked,34,0.84,0.0476,0.0508,0.29
418,2025-12-24 00:52:14,Mobile,India,55+,Male,A3358,Text,Food,Tech Enthusiasts,0.0238,0.1146,Ignored,14,0.43,0.0238,0.0382,4.91
538,2025-07-30 23:00:37,Tablet,USA,45-54,Female,A9684,Image,Food,Students,0.0358,0.1596,Ignored,15,0.3,0.0358,0.0532,11.22
678,2025-07-25 16:41:23,Mobile,Germany,55+,Male,A5921,Text,Travel,Students,0.0263,0.09840000000000002,Viewed,16,0.79,0.0263,0.0328,1.41
945,2025-04-07 15:48:31,Tablet,Canada,18-24,Female,A1499,Video,Automotive,Fitness Lovers,0.1056,0.2736,Viewed,20,1.26,0.1056,0.0912,0.5
856,2025-01-17 15:16:39,Mobile,Germany,45-54,Male,A5709,Text,Food,Family Oriented,0.0232,0.0738,Viewed,24,0.59,0.0232,0.0246,1.27
388,2025-04-19 14:51:45,Mobile,USA,45-54,Male,A3911,Video,Entertainment,Young Adults,0.0825,0.2079,Viewed,27,0.46,0.0825,0.0693,7.43
161,2025-07-09 13:00:36,Tablet,Germany,55+,Female,A6757,Text,Travel,Fitness Lovers,0.0173,0.1017,Ignored,13,1.04,0.0173,0.0339,0.23
582,2025-04-29 05:53:27,Tablet,Germany,25-34,Male,A4356,Video,Finance,Tech Enthusiasts,0.1009,0.2349,Commented,61,1.59,0.1009,0.0783,3.74
588,2025-01-06 18:09:51,Desktop,Germany,18-24,Female,A8543,Video,Health,Fitness Lovers,0.1016,0.22560000000000002,Ignored,9,0.75,0.1016,0.0752,3.56
493,2025-09-15 09:14:49,Mobile,USA,55+,Female,A3200,Image,Travel,Professionals,0.0384,0.1383,Ignored,11,0.98,0.0384,0.0461,1.93
807,2025-03-28 17:31:29,Tablet,Canada,55+,Male,A1602,Text,Food,Family Oriented,0.0227,0.1074,Ignored,12,0.47,0.0227,0.0358,1.94
461,2025-01-09 02:48:59,Mobile,UK,18-24,Female,A2194,Image,Electronics,Students,0.0902,0.1608,Viewed,23,0.85,0.0902,0.0536,1.52
200,2025-12-21 02:17:28,Mobile,Germany,25-34,Female,A9295,Image,Finance,Professionals,0.0893,0.1791,Commented,61,1.56,0.0893,0.0597,0.17
466,2025-02-20 16:49:30,Desktop,UK,35-44,Male,A9878,Image,Health,Young Adults,0.0464,0.12329999999999999,Viewed,26,0.97,0.0464,0.0411,0.35
873,2025-01-03 23:20:30,Desktop,UK,35-44,Male,A8190,Video,Automotive,Fitness Lovers,0.0842,0.15089999999999998,Viewed,24,1.06,0.0842,0.0503,3.08
323,2025-08-04 02:15:45,Tablet,USA,25-34,Female,A5923,Image,Automotive,Travel Lovers,0.0456,0.1557,Liked,49,1.1,0.0456,0.0519,4.0
812,2025-06-11 17:59:19,Tablet,Germany,18-24,Male,A5117,Video,Electronics,Professionals,0.1041,0.2214,Shared,79,1.11,0.1041,0.0738,3.12
805,2025-08-31 06:50:47,Mobile,Germany,45-54,Female,A7536,Image,Automotive,Family Oriented,0.0496,0.177,Liked,48,0.7,0.0496,0.059,4.7
552,2025-03-22 07:30:09,Tablet,USA,18-24,Female,A9354,Video,Automotive,Family Oriented,0.0808,0.1668,Viewed,21,1.35,0.0808,0.0556,1.23
398,2025-02-07 02:06:48,Mobile,USA,45-54,Male,A6056,Image,Finance,Travel Lovers,0.0526,0.1086,Viewed,22,1.81,0.0526,0.0362,0.14
705,2025-06-29 16:40:17,Mobile,India,18-24,Male,A3773,Video,Travel,Travel Lovers,0.1354,0.19469999999999998,Commented,59,0.65,0.1354,0.0649,2.13
843,2025-08-06 08:49:32,Mobile,USA,55+,Male,A2482,Image,Finance,Travel Lovers,0.0331,0.18480000000000002,Ignored,14,1.91,0.0331,0.0616,0.35
760,2025-07-18 00:46:57,Mobile,UK,25-34,Male,A9160,Image,Food,Tech Enthusiasts,0.0867,0.11730000000000002,Commented,50,0.31,0.0867,0.0391,5.16
107,2025-06-21 00:31:01,Desktop,USA,35-44,Male,A4786,Text,Electronics,Family Oriented,0.0313,0.08940000000000001,Liked,42,0.65,0.0313,0.0298,1.38
348,2025-10-08 08:44:12,Mobile,USA,45-54,Female,A6439,Text,Fashion,Professionals,0.025,0.08940000000000001,Shared,86,0.35,0.025,0.0298,4.49
792,2025-04-15 08:08:14,Desktop,USA,18-24,Male,A1687,Video,Travel,Professionals,0.1011,0.15360000000000001,Shared,63,0.89,0.1011,0.0512,0.76
580,2025-08-03 15:21:48,Desktop,USA,18-24,Male,A1676,Video,Health,Family Oriented,0.1108,0.2727,Shared,80,0.51,0.1108,0.0909,3.69
617,2025-03-25 07:31:07,Desktop,UK,45-54,Male,A4317,Text,Fashion,Professionals,0.0213,0.0702,Commented,66,0.66,0.0213,0.0234,1.82
584,2025-04-23 04:33:05,Mobile,UK,35-44,Female,A7654,Video,Electronics,Travel Lovers,0.0827,0.2148,Viewed,27,1.17,0.0827,0.0716,1.66
794,2025-07-09 03:37:55,Tablet,USA,45-54,Female,A4670,Image,Travel,Students,0.032,0.15689999999999998,Liked,37,1.09,0.032,0.0523,0.36
499,2025-06-08 08:51:03,Desktop,USA,18-24,Male,A9046,Image,Automotive,Fitness Lovers,0.0609,0.1401,Ignored,13,1.35,0.0609,0.0467,0.41
863,2025-08-15 19:32:45,Tablet,Canada,45-54,Male,A5526,Video,Electronics,Fitness Lovers,0.0614,0.15839999999999999,Commented,47,1.01,0.0614,0.0528,1.7
907,2025-08-06 09:43:21,Desktop,USA,25-34,Female,A2897,Video,Fashion,Fitness Lovers,0.0965,0.255,Viewed,30,0.42,0.0965,0.085,15.45
392,2025-11-27 01:42:22,Mobile,Germany,45-54,Female,A5843,Video,Entertainment,Fitness Lovers,0.0891,0.2532,Shared,87,0.52,0.0891,0.0844,12.7
155,2025-08-05 12:57:39,Mobile,USA,18-24,Female,A8868,Text,Electronics,Tech Enthusiasts,0.045,0.11430000000000001,Ignored,8,0.87,0.045,0.0381,2.86
411,2025-07-21 19:08:10,Mobile,Germany,35-44,Male,A8586,Image,Entertainment,Tech Enthusiasts,0.0584,0.11130000000000001,Liked,32,0.23,0.0584,0.0371,13.12
657,2025-08-13 09:59:07,Desktop,USA,45-54,Male,A5982,Video,Entertainment,Young Adults,0.0613,0.2514,Liked,34,0.27,0.0613,0.0838,17.58
253,2025-11-20 22:06:47,Desktop,Germany,25-34,Male,A5079,Text,Health,Travel Lovers,0.0336,0.0978,Commented,62,0.51,0.0336,0.0326,0.8
635,2025-12-18 07:20:36,Desktop,India,18-24,Male,A9842,Video,Automotive,Family Oriented,0.1201,0.2787,Liked,31,1.32,0.1201,0.0929,3.28
173,2025-05-07 00:39:45,Tablet,Canada,45-54,Female,A1904,Video,Automotive,Travel Lovers,0.0712,0.2583,Liked,39,1.24,0.0712,0.0861,0.98
663,2025-12-05 00:22:32,Desktop,India,18-24,Female,A2985,Image,Health,Young Adults,0.0721,0.18630000000000002,Ignored,13,0.85,0.0721,0.0621,3.34
164,2025-04-17 09:15:29,Desktop,India,45-54,Male,A3787,Video,Health,Travel Lovers,0.0701,0.2124,Shared,79,0.99,0.0701,0.0708,6.06
796,2025-03-25 03:43:05,Mobile,UK,25-34,Male,A9427,Text,Automotive,Professionals,0.0372,0.0711,Viewed,29,1.36,0.0372,0.0237,-0.5
950,2025-11-20 10:04:13,Desktop,USA,18-24,Male,A6892,Image,Automotive,Students,0.0704,0.1119,Liked,35,0.93,0.0704,0.0373,1.49
370,2025-01-20 04:44:01,Tablet,India,55+,Male,A7879,Text,Finance,Professionals,0.021,0.09090000000000001,Liked,30,1.54,0.021,0.0303,-0.0
838,2025-11-27 19:17:16,Mobile,UK,25-34,Male,A4188,Text,Health,Young Adults,0.04,0.07050000000000001,Ignored,12,0.53,0.04,0.0235,0.87
151,2025-09-28 10:07:40,Mobile,India,35-44,Female,A4916,Text,Entertainment,Young Adults,0.0271,0.0738,Viewed,22,0.46,0.0271,0.0246,1.54
796,2025-07-22 21:16:03,Mobile,Canada,35-44,Male,A1904,Video,Fashion,Travel Lovers,0.0816,0.2457,Liked,32,0.72,0.0816,0.0819,7.28
562,2025-07-09 21:44:01,Tablet,India,45-54,Male,A3045,Video,Travel,Travel Lovers,0.0502,0.1521,Liked,34,0.87,0.0502,0.0507,1.76
766,2025-07-15 23:03:41,Mobile,Germany,35-44,Male,A7846,Image,Automotive,Travel Lovers,0.06,0.1275,Commented,53,0.88,0.06,0.0425,1.93
200,2025-02-01 08:44:21,Mobile,Canada,35-44,Female,A2078,Video,Entertainment,Students,0.0879,0.2238,Viewed,27,0.38,0.0879,0.0746,8.95
142,2025-05-02 05:49:23,Mobile,Germany,35-44,Female,A8931,Text,Health,Travel Lovers,0.0337,0.1146,Viewed,30,0.98,0.0337,0.0382,2.01
693,2025-09-29 09:10:08,Tablet,Canada,25-34,Female,A8496,Video,Automotive,Travel Lovers,0.0743,0.2475,Liked,30,1.36,0.0743,0.0825,5.24
701,2025-03-04 10:43:14,Mobile,Germany,45-54,Male,A4308,Video,Travel,Students,0.0863,0.21000000000000002,Shared,71,0.62,0.0863,0.07,8.21
929,2025-09-22 18:25:33,Tablet,India,25-34,Male,A1455,Text,Health,Travel Lovers,0.0312,0.1185,Shared,83,0.89,0.0312,0.0395,3.89
964,2025-09-16 13:55:48,Tablet,Germany,55+,Male,A4615,Image,Fashion,Fitness Lovers,0.0284,0.1521,Viewed,28,0.44,0.0284,0.0507,9.66
958,2025-07-15 22:48:46,Tablet,Canada,35-44,Male,A6781,Video,Food,Travel Lovers,0.0801,0.177,Viewed,20,0.29,0.0801,0.059,3.45
593,2025-06-09 00:57:44,Mobile,India,18-24,Male,A7291,Image,Travel,Young Adults,0.0719,0.2022,Ignored,9,0.89,0.0719,0.0674,2.66
105,2025-12-25 05:06:28,Desktop,Canada,35-44,Male,A7099,Text,Fashion,Travel Lovers,0.0278,0.0858,Ignored,12,0.73,0.0278,0.0286,0.07
400,2025-10-15 13:09:25,Tablet,Germany,35-44,Female,A4498,Image,Travel,Family Oriented,0.049,0.1176,Ignored,14,0.98,0.049,0.0392,2.15
829,2025-01-04 11:32:22,Desktop,USA,45-54,Female,A9046,Text,Automotive,Fitness Lovers,0.0248,0.0972,Viewed,24,1.12,0.0248,0.0324,-0.13
246,2025-12-14 00:33:55,Tablet,UK,35-44,Female,A6084,Text,Finance,Family Oriented,0.0312,0.0825,Ignored,8,1.21,0.0312,0.0275,0.93
793,2025-11-23 02:30:38,Mobile,India,25-34,Female,A8612,Image,Health,Family Oriented,0.0895,0.11730000000000002,Viewed,30,0.87,0.0895,0.0391,0.98
691,2025-08-02 07:51:40,Tablet,Canada,25-34,Male,A4590,Text,Finance,Travel Lovers,0.031,0.1053,Ignored,15,1.88,0.031,0.0351,0.56
276,2025-04-01 18:57:19,Mobile,India,18-24,Male,A3434,Image,Health,Travel Lovers,0.0867,0.2046,Ignored,14,0.68,0.0867,0.0682,1.46
828,2025-05-10 22:06:08,Tablet,Canada,35-44,Female,A4779,Image,Travel,Professionals,0.0427,0.14700000000000002,Liked,32,0.95,0.0427,0.049,3.08
643,2025-04-10 20:42:50,Desktop,Germany,55+,Male,A9582,Video,Electronics,Travel Lovers,0.0594,0.20879999999999999,Viewed,23,1.07,0.0594,0.0696,0.34
128,2025-06-28 23:36:46,Desktop,Canada,18-24,Male,A8245,Image,Automotive,Professionals,0.064,0.1644,Ignored,8,0.66,0.064,0.0548,0.6
890,2025-12-18 00:33:34,Desktop,USA,25-34,Female,A2194,Image,Automotive,Family Oriented,0.0608,0.2004,Ignored,11,0.93,0.0608,0.0668,1.38
745,2025-05-17 05:10:41,Mobile,USA,35-44,Female,A4645,Image,Electronics,Young Adults,0.0509,0.10830000000000001,Viewed,15,0.62,0.0509,0.0361,1.63
391,2025-03-10 18:49:25,Mobile,USA,25-34,Male,A5034,Video,Finance,Students,0.1415,0.22890000000000002,Shared,59,1.16,0.1415,0.0763,6.84
992,2025-03-22 19:21:06,Tablet,UK,18-24,Male,A7043,Image,Fashion,Fitness Lovers,0.0598,0.1152,Ignored,15,0.5,0.0598,0.0384,1.28
487,2025-12-06 15:53:30,Tablet,Germany,35-44,Female,A4259,Text,Automotive,Professionals,0.0291,0.1212,Ignored,14,1.35,0.0291,0.0404,-0.05
606,2025-01-20 16:58:06,Desktop,USA,55+,Female,A2902,Video,Finance,Travel Lovers,0.0596,0.2106,Liked,39,1.43,0.0596,0.0702,3.87
686,2025-02-11 09:22:11,Mobile,India,18-24,Male,A2268,Image,Electronics,Travel Lovers,0.0934,0.15239999999999998,Liked,48,1.11,0.0934,0.0508,2.79
943,2025-04-09 10:57:11,Tablet,UK,45-54,Male,A5930,Image,Electronics,Young Adults,0.0313,0.1185,Commented,56,0.57,0.0313,0.0395,3.32
438,2025-02-05 18:34:38,Desktop,USA,25-34,Female,A3071,Text,Automotive,Tech Enthusiasts,0.031,0.09419999999999999,Ignored,8,0.94,0.031,0.0314,0.52
676,2025-08-16 05:54:09,Mobile,Canada,45-54,Female,A1236,Text,Finance,Travel Lovers,0.0262,0.0927,Viewed,19,1.31,0.0262,0.0309,-0.21
450,2025-07-30 16:06:28,Tablet,Germany,55+,Male,A3591,Video,Electronics,Family Oriented,0.0416,0.18030000000000002,Shared,64,0.54,0.0416,0.0601,1.96
511,2025-03-31 23:38:47,Mobile,UK,35-44,Male,A3997,Image,Fashion,Tech Enthusiasts,0.0522,0.1446,Viewed,21,0.5,0.0522,0.0482,1.85
857,2025-04-30 23:15:19,Tablet,India,35-44,Female,A7359,Image,Automotive,Students,0.0472,0.11099999999999999,Ignored,7,0.76,0.0472,0.037,1.45
831,2025-06-01 06:36:12,Mobile,Canada,18-24,Male,A8738,Image,Automotive,Fitness Lovers,0.0948,0.13770000000000002,Ignored,12,0.74,0.0948,0.0459,3.65
821,2025-09-13 15:33:57,Tablet,UK,55+,Male,A3440,Video,Electronics,Travel Lovers,0.0457,0.2604,Liked,50,1.1,0.0457,0.0868,1.72
526,2025-08-21 13:58:59,Mobile,USA,35-44,Female,A7369,Image,Entertainment,Family Oriented,0.0468,0.15150000000000002,Viewed,28,0.45,0.0468,0.0505,5.72
363,2025-04-02 04:38:51,Mobile,USA,18-24,Female,A5299,Video,Finance,Professionals,0.1547,0.2973,Commented,45,0.96,0.1547,0.0991,7.98
460,2025-04-11 00:54:38,Desktop,Germany,18-24,Male,A9355,Text,Travel,Professionals,0.0469,0.099,Ignored,10,1.03,0.0469,0.033,0.54
219,2025-04-23 16:08:55,Desktop,UK,18-24,Female,A9986,Text,Travel,Tech Enthusiasts,0.0398,0.1017,Ignored,11,0.76,0.0398,0.0339,2.48
587,2025-07-04 15:59:19,Tablet,India,45-54,Female,A3220,Video,Finance,Fitness Lovers,0.0623,0.1989,Viewed,29,1.48,0.0623,0.0663,1.13
974,2025-04-03 05:05:30,Desktop,Germany,18-24,Male,A3219,Text,Fashion,Young Adults,0.0371,0.11370000000000001,Liked,47,0.54,0.0371,0.0379,1.78
679,2025-04-06 10:11:27,Mobile,UK,18-24,Female,A1797,Video,Automotive,Young Adults,0.1501,0.22049999999999997,Liked,47,1.34,0.1501,0.0735,4.72
719,2025-10-28 01:03:43,Mobile,Canada,35-44,Male,A7726,Text,Automotive,Fitness Lovers,0.0351,0.10949999999999999,Viewed,22,0.76,0.0351,0.0365,1.94
553,2025-09-15 16:01:24,Desktop,USA,25-34,Female,A8009,Text,Automotive,Family Oriented,0.0319,0.1101,Ignored,5,0.72,0.0319,0.0367,2.79
593,2025-02-02 07:14:46,Tablet,USA,18-24,Female,A4003,Text,Travel,Travel Lovers,0.0437,0.1197,Ignored,5,0.82,0.0437,0.0399,0.05
307,2025-03-07 02:17:17,Desktop,USA,55+,Male,A9451,Text,Travel,Young Adults,0.0184,0.1077,Viewed,15,0.81,0.0184,0.0359,3.26
868,2025-03-24 18:18:26,Tablet,USA,55+,Female,A7505,Text,Electronics,Tech Enthusiasts,0.0154,0.11699999999999999,Viewed,25,0.93,0.0154,0.039,0.54
812,2025-11-14 22:10:52,Tablet,India,25-34,Female,A1345,Video,Food,Travel Lovers,0.0936,0.19619999999999999,Viewed,26,0.52,0.0936,0.0654,2.34
805,2025-07-21 04:13:24,Desktop,India,45-54,Female,A8703,Video,Entertainment,Young Adults,0.0591,0.1674,Ignored,8,0.45,0.0591,0.0558,9.14
583,2025-07-07 22:54:37,Tablet,Germany,18-24,Male,A2014,Text,Entertainment,Young Adults,0.0383,0.1011,Viewed,28,0.26,0.0383,0.0337,5.81
356,2025-06-19 14:11:55,Tablet,Germany,35-44,Male,A1126,Text,Electronics,Travel Lovers,0.0254,0.10350000000000001,Viewed,21,0.57,0.0254,0.0345,2.4
560,2025-08-25 14:38:52,Tablet,India,55+,Male,A7951,Image,Health,Professionals,0.0299,0.1227,Ignored,10,0.76,0.0299,0.0409,0.59
226,2025-02-21 02:40:48,Mobile,India,35-44,Female,A3552,Text,Electronics,Fitness Lovers,0.0286,0.0891,Viewed,30,0.67,0.0286,0.0297,0.04
380,2025-01-12 11:12:58,Mobile,UK,18-24,Female,A8080,Text,Health,Fitness Lovers,0.045,0.1278,Viewed,30,0.71,0.045,0.0426,4.67
203,2025-09-19 20:34:07,Mobile,Germany,25-34,Male,A4146,Text,Food,Family Oriented,0.0468,0.10139999999999999,Viewed,18,0.56,0.0468,0.0338,1.88
390,2025-02-27 23:42:27,Mobile,India,45-54,Male,A5297,Image,Health,Students,0.0526,0.1332,Viewed,18,0.84,0.0526,0.0444,0.13
766,2025-08-09 16:12:00,Desktop,Canada,25-34,Female,A2766,Text,Electronics,Young Adults,0.0366,0.1206,Viewed,22,1.07,0.0366,0.0402,0.34
746,2025-11-28 19:08:09,Desktop,USA,45-54,Male,A2653,Image,Travel,Students,0.0488,0.14429999999999998,Liked,31,0.64,0.0488,0.0481,6.51
656,2025-06-17 00:11:47,Mobile,USA,18-24,Male,A8921,Video,Entertainment,Travel Lovers,0.1179,0.2679,Viewed,24,0.44,0.1179,0.0893,8.01
952,2025-05-05 19:34:27,Desktop,USA,25-34,Female,A2674,Text,Entertainment,Travel Lovers,0.0424,0.1077,Liked,44,0.43,0.0424,0.0359,6.86
801,2025-04-02 18:14:05,Mobile,Canada,35-44,Male,A5388,Image,Travel,Tech Enthusiasts,0.065,0.1212,Viewed,17,0.9,0.065,0.0404,2.42
990,2025-11-18 08:22:34,Mobile,USA,18-24,Male,A5827,Image,Health,Travel Lovers,0.0993,0.1992,Viewed,21,0.78,0.0993,0.0664,1.59
850,2025-02-23 17:18:26,Desktop,UK,35-44,Male,A1033,Image,Health,Students,0.0455,0.1206,Shared,69,0.92,0.0455,0.0402,1.4
669,2025-01-19 08:25:14,Tablet,UK,45-54,Female,A6665,Video,Food,Students,0.0637,0.1659,Ignored,14,0.52,0.0637,0.0553,1.81
480,2025-07-21 22:07:44,Mobile,Canada,35-44,Female,A4816,Image,Travel,Family Oriented,0.0595,0.14850000000000002,Liked,32,0.61,0.0595,0.0495,5.73
260,2025-01-16 16:03:29,Mobile,India,25-34,Female,A5237,Text,Entertainment,Travel Lovers,0.0546,0.08940000000000001,Liked,42,0.23,0.0546,0.0298,8.59
370,2025-02-21 12:20:37,Tablet,USA,55+,Female,A8534,Text,Finance,Young Adults,0.0203,0.0693,Ignored,6,1.9,0.0203,0.0231,-0.3
580,2025-08-21 15:13:52,Desktop,Germany,45-54,Female,A4649,Video,Electronics,Fitness Lovers,0.0619,0.18569999999999998,Viewed,28,0.77,0.0619,0.0619,6.98
909,2025-02-10 11:54:11,Mobile,Canada,35-44,Male,A7169,Video,Electronics,Travel Lovers,0.0719,0.2592,Viewed,20,0.77,0.0719,0.0864,1.35
368,2025-09-20 06:23:34,Desktop,UK,35-44,Male,A7135,Video,Fashion,Fitness Lovers,0.0933,0.15539999999999998,Liked,37,0.33,0.0933,0.0518,6.06
349,2025-01-25 00:11:39,Tablet,UK,45-54,Male,A8029,Video,Automotive,Travel Lovers,0.0617,0.2358,Commented,57,1.18,0.0617,0.0786,0.93
428,2025-10-05 10:34:16,Mobile,Canada,35-44,Female,A3225,Video,Travel,Family Oriented,0.0741,0.252,Commented,52,0.52,0.0741,0.084,13.63
775,2025-11-18 05:14:26,Mobile,USA,35-44,Male,A1172,Video,Electronics,Travel Lovers,0.0948,0.1695,Liked,39,0.77,0.0948,0.0565,2.33
316,2025-06-14 05:02:18,Desktop,Canada,25-34,Male,A6498,Video,Health,Tech Enthusiasts,0.0958,0.2394,Viewed,28,0.91,0.0958,0.0798,2.24
133,2025-01-23 16:43:29,Tablet,UK,35-44,Male,A3885,Video,Entertainment,Professionals,0.0648,0.20729999999999998,Ignored,5,0.32,0.0648,0.0691,17.44
773,2025-09-04 05:24:01,Mobile,India,45-54,Female,A9778,Video,Fashion,Young Adults,0.069,0.2457,Commented,58,0.67,0.069,0.0819,2.43
978,2025-03-29 14:29:53,Desktop,UK,35-44,Female,A7583,Video,Food,Students,0.0753,0.23399999999999999,Liked,48,0.45,0.0753,0.078,15.02
443,2025-07-08 23:13:35,Mobile,Germany,18-24,Female,A5650,Video,Food,Students,0.1372,0.21149999999999997,Viewed,22,0.38,0.1372,0.0705,11.23
260,2025-04-17 22:58:11,Mobile,UK,25-34,Male,A7398,Image,Automotive,Young Adults,0.0781,0.1941,Viewed,27,1.43,0.0781,0.0647,2.12
167,2025-03-22 07:42:56,Desktop,Canada,55+,Female,A1931,Text,Entertainment,Fitness Lovers,0.0233,0.08700000000000001,Liked,42,0.44,0.0233,0.029,0.99
196,2025-07-25 11:56:47,Tablet,Germany,45-54,Male,A4631,Video,Electronics,Travel Lovers,0.0616,0.2184,Shared,86,0.83,0.0616,0.0728,9.38
954,2025-10-29 14:58:03,Mobile,UK,25-34,Male,A2538,Text,Travel,Family Oriented,0.0488,0.1272,Ignored,6,0.66,0.0488,0.0424,1.9
519,2025-09-23 22:33:58,Desktop,USA,25-34,Male,A1770,Image,Travel,Students,0.05,0.19319999999999998,Ignored,11,1.0,0.05,0.0644,2.76
826,2025-05-17 22:17:11,Desktop,India,18-24,Female,A8993,Image,Finance,Young Adults,0.0612,0.1431,Viewed,28,1.32,0.0612,0.0477,0.63
504,2025-04-22 23:33:09,Tablet,UK,55+,Male,A9855,Image,Fashion,Young Adults,0.0296,0.16319999999999998,Commented,50,0.72,0.0296,0.0544,6.3
469,2025-07-14 10:19:14,Mobile,India,35-44,Female,A9208,Image,Food,Young Adults,0.0586,0.1695,Liked,45,0.56,0.0586,0.0565,5.5
420,2025-02-24 07:44:58,Mobile,Germany,35-44,Male,A7151,Image,Travel,Travel Lovers,0.0651,0.1383,Liked,30,0.84,0.0651,0.0461,1.35
998,2025-09-29 10:59:45,Desktop,Canada,45-54,Female,A5545,Image,Automotive,Young Adults,0.051,0.1791,Viewed,27,1.09,0.051,0.0597,4.03
591,2025-09-08 14:59:24,Mobile,Canada,55+,Male,A3754,Text,Food,Travel Lovers,0.0216,0.0828,Viewed,21,0.26,0.0216,0.0276,5.9
561,2025-12-15 21:23:12,Desktop,USA,45-54,Female,A2794,Text,Health,Fitness Lovers,0.0296,0.0807,Ignored,14,0.52,0.0296,0.0269,3.25
811,2025-03-22 02:58:15,Tablet,USA,55+,Female,A2216,Video,Entertainment,Tech Enthusiasts,0.0423,0.2079,Commented,70,0.29,0.0423,0.0693,5.35
281,2025-03-15 08:20:49,Desktop,Canada,45-54,Male,A1584,Video,Fashion,Students,0.0786,0.2688,Liked,33,0.56,0.0786,0.0896,7.87
458,2025-07-31 20:46:35,Mobile,UK,45-54,Female,A8861,Image,Electronics,Family Oriented,0.0515,0.1281,Viewed,30,1.12,0.0515,0.0427,2.72
635,2025-01-05 18:49:12,Mobile,India,45-54,Female,A8641,Text,Food,Professionals,0.0229,0.0978,Ignored,6,0.29,0.0229,0.0326,2.7
459,2025-07-25 18:07:42,Mobile,India,25-34,Male,A7624,Text,Health,Professionals,0.0454,0.0717,Commented,51,0.42,0.0454,0.0239,4.91
694,2025-12-27 08:12:23,Mobile,UK,18-24,Female,A6500,Text,Food,Young Adults,0.0465,0.1302,Ignored,6,0.44,0.0465,0.0434,6.85
301,2025-06-13 12:12:51,Tablet,UK,18-24,Female,A4938,Video,Travel,Travel Lovers,0.0808,0.20729999999999998,Ignored,12,0.57,0.0808,0.0691,1.64
218,2025-01-26 13:21:15,Mobile,Canada,55+,Male,A6225,Image,Health,Travel Lovers,0.0389,0.1941,Viewed,29,0.51,0.0389,0.0647,9.01
320,2025-05-02 21:00:07,Tablet,USA,45-54,Male,A5417,Text,Travel,Tech Enthusiasts,0.027,0.1272,Liked,30,0.88,0.027,0.0424,2.98
